"genus","species","sample_start_date","sample_end_date","sample_value","sample_unit","sample_sex","sample_stage","sample_location","sample_lat_dd","sample_long_dd","sample_name","species_id_method","location_description"
"Culex","pipiens",2023-07-09,2023-07-15,196,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15759","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15758","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15281","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15280","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15279","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15278","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15277","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15276","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15275","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15274","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15273","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15272","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15271","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15270","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15269","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,178,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15248","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15247","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15246","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15245","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15244","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15243","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14870","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14869","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14868","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14867","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14866","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14865","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14864","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14863","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-13,2023-08-19,20,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_16059","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-06,2023-08-12,71,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_16034","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-06,2023-08-12,127,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_16026","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-30,2023-08-05,8,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_15994","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-30,2023-08-05,55,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_15975","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,113,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15945","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15944","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15943","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_15942","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,152,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_15929","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,30,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_15893","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,180,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_15829","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_15828","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_15827","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14862","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14861","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14860","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14859","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14858","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14857","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14856","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14855","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,115,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14807","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14806","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14805","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14804","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14803","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14802","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14801","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14800","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,172,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_14698","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,94,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14611","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14610","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,130,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_15017","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,70,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14960","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14959","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14958","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14957","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14956","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14955","morphological","Emilia-Romagna"
"Culex","pipiens",2023-05-28,2023-06-03,101,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14560","morphological","Emilia-Romagna"
"Culex","pipiens",2023-05-21,2023-05-27,24,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_14530","morphological","Emilia-Romagna"
"Culex","pipiens",2023-05-21,2023-05-27,30,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14516","morphological","Emilia-Romagna"
"Culex","pipiens",2023-05-14,2023-05-20,7,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14498","morphological","Emilia-Romagna"
"Culex","pipiens",2023-05-14,2023-05-20,15,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14489","morphological","Emilia-Romagna"
"Culex","pipiens",2023-05-07,2023-05-13,53,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14445","morphological","Emilia-Romagna"
"Culex","pipiens",2018-10-22,2018-10-28,4,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14439","morphological","Emilia-Romagna"
"Culex","pipiens",2018-10-15,2018-10-21,14,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14427","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-17,2018-09-23,16,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14277","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-10,2018-09-16,14,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14256","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-10,2018-09-16,6,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_14241","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-10,2018-09-16,57,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14233","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-03,2018-09-09,19,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14206","morphological","Emilia-Romagna"
"Culex","pipiens",2018-08-27,2018-09-02,16,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14196","morphological","Emilia-Romagna"
"Culex","pipiens",2018-08-27,2018-09-02,112,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14168","morphological","Emilia-Romagna"
"Culex","pipiens",2018-08-27,2018-09-02,1,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_14164","morphological","Emilia-Romagna"
"Culex","pipiens",2018-08-20,2018-08-26,52,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14143","morphological","Emilia-Romagna"
"Culex","pipiens",2018-08-13,2018-08-19,5,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14110","morphological","Emilia-Romagna"
"Culex","pipiens",2018-08-13,2018-08-19,81,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_14084","morphological","Emilia-Romagna"
"Culex","pipiens",2018-08-13,2018-08-19,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14076","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-30,2018-08-05,33,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13989","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-30,2018-08-05,52,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13988","morphological","Emilia-Romagna"
"Culex","pipiens",2018-10-08,2018-10-14,1,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14405","morphological","Emilia-Romagna"
"Culex","pipiens",2018-10-08,2018-10-14,5,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_14389","morphological","Emilia-Romagna"
"Culex","pipiens",2018-10-08,2018-10-14,35,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14380","morphological","Emilia-Romagna"
"Culex","pipiens",2018-10-01,2018-10-07,124,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14356","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-24,2018-09-30,28,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_14335","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-24,2018-09-30,4,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_14309","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-24,2018-09-30,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14300","morphological","Emilia-Romagna"
"Culex","pipiens",2018-09-24,2018-09-30,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_14299","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-30,2018-08-05,112,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_13962","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-30,2018-08-05,143,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13935","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-30,2018-08-05,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13934","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-30,2018-08-05,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13933","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-30,2018-08-05,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13932","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-23,2018-07-29,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13897","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-23,2018-07-29,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13896","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-16,2018-07-22,20,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13818","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-16,2018-07-22,66,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_13759","morphological","Emilia-Romagna"
"Culex","pipiens",2018-08-06,2018-08-12,130,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_14031","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-16,2018-07-22,190,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13732","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-16,2018-07-22,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13731","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-09,2018-07-15,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13688","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-09,2018-07-15,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13687","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,90,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13596","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13595","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,55,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_13568","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_13567","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_13566","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,93,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13532","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13531","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13530","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13529","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13528","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13527","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13526","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13525","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13524","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13523","morphological","Emilia-Romagna"
"Culex","pipiens",2018-07-02,2018-07-08,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13522","morphological","Emilia-Romagna"
"Culex","pipiens",2018-06-25,2018-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13428","morphological","Emilia-Romagna"
"Culex","pipiens",2017-09-17,2017-09-23,185,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13230","morphological","Emilia-Romagna"
"Culex","pipiens",2017-09-03,2017-09-09,5,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13204","morphological","Emilia-Romagna"
"Culex","pipiens",2017-09-03,2017-09-09,34,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13201","morphological","Emilia-Romagna"
"Culex","pipiens",2017-09-03,2017-09-09,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13200","morphological","Emilia-Romagna"
"Culex","pipiens",2017-09-03,2017-09-09,66,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13186","morphological","Emilia-Romagna"
"Culex","pipiens",2017-08-20,2017-08-26,157,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_13154","morphological","Emilia-Romagna"
"Culex","pipiens",2017-08-06,2017-08-12,50,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13038","morphological","Emilia-Romagna"
"Culex","pipiens",2017-08-06,2017-08-12,50,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13037","morphological","Emilia-Romagna"
"Culex","pipiens",2017-08-06,2017-08-12,50,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13036","morphological","Emilia-Romagna"
"Culex","pipiens",2017-08-06,2017-08-12,50,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_13035","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_12792","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_12791","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,27,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_12789","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,54,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_12788","morphological","Emilia-Romagna"
"Culex","pipiens",2018-06-18,2018-06-24,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13333","morphological","Emilia-Romagna"
"Culex","pipiens",2018-06-18,2018-06-24,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13332","morphological","Emilia-Romagna"
"Culex","pipiens",2018-06-18,2018-06-24,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13331","morphological","Emilia-Romagna"
"Culex","pipiens",2018-06-18,2018-06-24,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13330","morphological","Emilia-Romagna"
"Culex","pipiens",2018-06-18,2018-06-24,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_13329","morphological","Emilia-Romagna"
"Culex","pipiens",2018-06-18,2018-06-24,120,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_13318","morphological","Emilia-Romagna"
"Culex","pipiens",2018-06-18,2018-06-24,200,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_13317","morphological","Emilia-Romagna"
