"genus","species","sample_start_date","sample_end_date","sample_value","sample_unit","sample_sex","sample_stage","sample_location","sample_lat_dd","sample_long_dd","sample_name","species_id_method","location_description"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_15744","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_15743","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_15742","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_15741","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_15740","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-02,2023-07-08,203,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_15637","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-02,2023-07-08,103,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_15620","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-02,2023-07-08,85,"pool size","female","adult","Goro",44.85,12.3,"WN052A_15609","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-13,2023-08-19,51,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_16054","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-13,2023-08-19,35,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_16052","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-06,2023-08-12,82,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_16049","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-06,2023-08-12,74,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_16040","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-06,2023-08-12,110,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_16024","morphological","Emilia-Romagna"
"Culex","pipiens",2023-08-06,2023-08-12,90,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_16023","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-30,2023-08-05,64,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_16007","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-30,2023-08-05,18,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_16005","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-30,2023-08-05,50,"pool size","female","adult","Goro",44.85,12.3,"WN052A_16002","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-30,2023-08-05,75,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_16000","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,75,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_15972","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,180,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_15964","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,200,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_15963","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,80,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_15962","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_15961","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-23,2023-07-29,120,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15935","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,39,"pool size","female","adult","Goro",44.85,12.3,"WN052A_15905","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,140,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_15902","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,200,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_15901","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,150,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_15887","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,200,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_15886","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,125,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_15880","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,200,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_15879","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-16,2023-07-22,200,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_15878","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,169,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_15825","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_15824","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_15823","morphological","Emilia-Romagna"
"Culex","pipiens",2023-07-09,2023-07-15,200,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_15822","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,129,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15359","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15358","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15357","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15356","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15355","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15354","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15353","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15352","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-25,2023-07-01,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_15351","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,125,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14842","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14841","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14840","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14839","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14838","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14837","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14836","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14835","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14834","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14833","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_14832","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,188,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_14780","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_14779","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_14778","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_14777","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,175,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_14776","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_14775","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_14774","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_14773","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-11,2023-06-17,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_14772","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,55,"pool size","female","adult","Goro",44.85,12.3,"WN052A_14716","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,13,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_14713","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,200,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_14712","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,200,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_14711","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,144,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_14697","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,200,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_14696","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-04,2023-06-10,200,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_14695","morphological","Emilia-Romagna"
"Culex","pipiens",2023-05-28,2023-06-03,85,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_14608","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Goro",44.85,12.3,"WN052A_15089","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Goro",44.85,12.3,"WN052A_15088","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Goro",44.85,12.3,"WN052A_15087","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Goro",44.85,12.3,"WN052A_15086","morphological","Emilia-Romagna"
"Culex","pipiens",2023-06-18,2023-06-24,200,"pool size","female","adult","Goro",44.85,12.3,"WN052A_15085","morphological","Emilia-Romagna"
